42:26.58,299.45257819876076,464.9441525351534,-64.743
42:26.67,305.8366015821559,439.22007867514657,-66.993
42:26.77,312.29118057188845,409.3924121507073,-69.434
42:26.87,315.0437716968582,385.2734793421755,-81.261
42:26.97,322.1768793582564,369.064816625218,-83.048
42:27.07,335.10894752729797,356.5052059598617,-86.696
42:27.17,341.66286141157616,352.78288386845566,75.533
42:27.57,413.2976080995287,313.7976774477827,89.766
42:28.36,411.57556779985384,283.5564980513834,-10.85
42:29.26,408.2400527514064,238.02143491520198,6.287
42:29.36,417.3271811107561,234.96156013725212,9.607
42:29.46,415.1917488953087,236.7305751615385,4.651
42:29.56,409.86216039055523,241.84542340921936,1.994
42:29.66,406.94211008868814,247.94196531335504,0.857
42:29.76,415.5472955175103,251.01296895176756,2.132
42:29.86,414.96149525024447,251.75348395750737,2.827
42:29.96,413.03469681110266,251.96268924501913,1.944
42:30.06,411.73595830666613,250.05080795172228,0.772
42:30.16,413.07308513974806,250.57318712396722,-0.179
42:30.26,420.3325627224984,247.86363979464832,0.859
42:30.36,430.34283408319016,247.33116818782602,0.789
42:30.46,444.1051952815977,246.50017090697835,1.752
42:30.56,457.1411459321546,249.1495905135869,2.397
42:30.66,471.92357751065623,251.57024932672695,1.505
42:30.76,486.04234780816705,254.99601334048756,2.381
42:30.86,498.05270843008464,256.81517055896853,3.317
42:30.95,508.22173298917085,259.68135496151183,3.019
42:31.06,513.6791106043567,260.2560416117777,3.02
42:31.15,511.8196089294573,259.2601616644075,2.033
42:31.26,500.61032169527186,257.40123062794765,3.195
42:31.35,484.49146501570334,250.18264605543547,1.353
42:31.45,464.6180778666381,245.60507364051776,1.614
42:31.56,442.36150371645164,239.87342303742707,-0.106
42:31.66,415.6583706857021,236.50144955461707,-0.247
42:31.76,391.16542418982976,228.77707029488835,-0.84
42:31.85,369.06935939367605,222.87603594470116,-1.854
42:31.96,350.06758463830516,217.826668736563,-1.664
42:32.06,332.5577579081411,213.71827074502545,-2.654
42:32.16,315.7063323538771,214.3088410706283,-2.509
42:32.25,302.00349274295434,217.61626297937636,-2.713
42:32.35,290.2080783128614,224.7491484940072,-1.735
42:32.45,279.90535519569875,233.03943432918228,-2.904
42:32.55,271.2840707822008,236.7466368710707,-2.934
42:32.65,262.7935991907898,241.74299331891856,-1.813
42:32.75,259.97506976954355,242.16324445277024,-3.02
