01:52.03,321.2219166526442,432.9361970838659,-5.741
01:52.13,330.916628228616,391.640593609173,-7.372
01:52.23,340.532509936221,364.0359452766792,-5.97
01:52.33,361.64176086509644,340.2145267107982,-6.579
01:52.43,380.2851788835471,311.3364436616351,-5.005
01:52.53,393.6538868945453,278.6361977070737,-4.378
01:52.63,393.25130123698443,244.63533092976385,-6.723
01:52.73,383.7583172943095,212.83897673570826,-9.021
01:52.83,361.1725489810111,184.0360896254389,-10.38
01:52.93,333.5235093382259,162.85856029214014,-11.15
01:53.03,297.3802713201733,153.59848662245616,-12.802
01:53.13,263.3059951958573,157.2022958332239,-11.905
01:53.23,245.90029264931775,176.7557665038462,-9.23
01:53.33,261.7643977348913,215.00954981994738,-5.856
01:53.53,323.3806496562325,274.3544614093397,-2.005
01:53.63,354.4499257224839,267.2860580427905,-0.982
01:53.73,375.97893183203314,238.02808212361487,-1.461
01:53.83,381.8436445490588,199.26618235003258,-3.667
01:53.93,371.758834066353,160.95882702932022,-3.941
01:54.03,356.5492319885602,143.81984248324068,-6.433
01:54.13,342.50371630591144,140.91410598890818,-5.363
01:54.23,330.2672887939427,144.69252877955486,-6.435
01:54.33,321.8538969084247,150.04529417879385,-4.545
01:54.43,318.8684286573772,156.26473339480236,-5.694
