47:43.22,239.47227590739004,417.0946270914909,-11.801
47:43.31,281.6599219455447,372.3189916664248,-6.799
47:43.42,305.30950124747295,337.6858773534618,-6.189
47:43.52,307.1048548595917,305.16326437396515,-7.849
47:43.62,319.3048605340586,282.858274790209,-7.474
47:43.72,333.3651295970106,268.92036421812617,-7.232
47:43.82,345.63592544716545,260.8953788705811,-8.252
47:43.92,353.51437802651617,255.86584393961962,-7.003
47:44.02,359.091960822577,252.695599051669,-6.934
47:44.12,364.89135643406553,250.5308039970611,-6.868
47:44.21,368.69236312485907,248.83973672599214,-5.665
47:44.31,368.1032945711257,250.06860815349876,-6.899
47:44.41,367.9322337532815,250.22184757344186,-4.474
47:44.51,370.5484142781471,248.63559322554656,-4.487
47:44.61,368.15696107438055,248.72940827278615,-5.7
47:44.71,361.1716325091256,247.14241781532488,-6.825
47:44.81,353.84771492477205,243.94422433021515,-5.542
47:44.91,344.8280067282935,240.75829798681752,-6.731
47:45.01,332.98189346883106,240.50008058619446,-6.71
47:45.11,325.192312821789,240.13376044916663,-6.628
47:45.21,318.3023885212669,239.44274596269315,-7.855
47:45.31,308.7685641646481,237.70534498703717,-7.82
47:45.41,297.3374819868277,237.6612200260519,-7.768
47:45.51,289.2581747842814,238.64846942611896,-7.823
47:45.71,259.81775103416965,241.52964024547364,-9.047
47:45.81,245.73660458114688,242.98145746986268,-9.15
47:46.01,224.68105893367087,243.7775894231612,-9.123
47:46.11,219.28108879463588,242.83332340179598,-9.198
47:46.21,215.02537490609214,240.45557033997943,-7.9
47:46.31,208.91826104410694,239.9355774488867,-7.729
47:46.41,203.96672527133123,238.77803346493337,-7.764
47:46.51,194.51276037589508,239.74203318778424,-7.944
47:46.61,183.98248864974286,242.34611835725406,-7.825
47:46.71,173.66765885752355,244.76540333204275,-9.229
47:46.81,165.713580169977,245.43536855858434,-7.904
47:46.91,156.8100894417536,246.4669984133803,-7.979
47:47.00,150.24167218782216,246.90756566278625,-8.034
47:47.10,146.31502780409187,247.39263513294196,-9.307
47:47.20,139.61068007940568,246.7696811194252,-7.932
47:47.30,135.02565770200567,247.14160932626547,-9.455
47:47.40,128.5154194708226,247.90103308398716,-9.278
47:47.50,126.14159001993674,246.8394085252764,-9.411
47:47.61,123.94761475611334,247.0586751542121,-9.38
47:47.70,124.02969880096121,245.30492573044066,-9.463
47:47.80,123.73249129408342,245.5747864551604,-9.432
47:47.90,124.15904934588725,245.26402926921133,-9.425
47:48.00,121.54088822080436,245.79407547676448,-7.934
47:48.10,119.9322133947573,243.05934835726347,-9.015
47:48.30,123.15854980216713,232.88259527465092,-8.413
47:48.40,123.43899297730167,230.01565450898622,-7.212
47:48.50,123.43899297730167,230.01565450898622,-8.357
47:48.60,127.99684239662962,223.83267695444565,-8.307
47:48.70,131.3588576987534,216.28526709381282,-8.187
47:48.80,132.01933378825575,213.50839646265186,-6.924
47:48.90,132.0840006680921,211.9465019472204,-8.171
47:49.00,133.17002072099532,203.1559854187999,-6.827
47:49.10,135.71612388873706,190.84385661437176,-7.632
