44:20.73,196.18487045969098,35.622634676266046,-10.359
44:20.83,209.30477832640025,48.374210728500806,-9.518
44:20.93,214.90003773307512,64.23111182697666,-8.085
44:21.03,214.56177094058143,68.27585003824855,-8.196
44:21.13,208.43415005758308,65.82136210462495,-7.221
44:21.22,206.98808495742074,60.664668744048875,-7.128
44:21.92,207.20868099866993,84.03425683269388,-5.821
44:22.02,217.73045544270695,76.28343788798487,-5.708
44:22.22,245.7854399824883,57.39849291461672,-6.063
44:22.32,267.11258687382843,52.10716469831517,-5.99
44:22.42,279.1774825356772,51.04152019282514,-7.224
44:22.52,278.11174152080173,53.53522782687291,-7.255
44:22.65,273.63816909511354,54.275520476046005,-7.512
44:22.75,270.6125230363781,54.78834672440277,-9.26
44:22.82,268.43587903378716,56.06547195697025,-10.854
44:22.92,267.6572240170413,54.7404224161723,-10.841
44:23.02,266.82013697481085,53.832217357873205,-8.766
44:23.12,263.809071830214,50.170074865227036,-8.259
44:23.22,261.89762621608884,49.6447118846965,-7.933
44:23.44,270.40287043373525,50.734318756264614,-5.561
44:23.52,269.1622963427132,51.369594370500295,-6.7
44:23.65,272.45767750525545,51.61332802720636,-6.446
44:23.75,274.39408684186736,53.2118826969752,-5.375
44:23.82,277.1833239560018,51.723205581128056,-6.476
44:23.92,276.36475920480365,50.29595148706836,-7.265
44:24.02,271.4633937606806,47.347552417162866,-6.478
44:24.12,270.01763944225587,48.64110110887021,-7.309
44:24.22,271.9624568770903,49.08118519793733,-7.401
44:24.45,276.1824197936157,52.924903702118996,-7.314
44:24.55,278.4603253470361,52.71882225659153,-6.344
44:24.62,277.3488381547992,52.90353417528364,-6.347
44:24.72,277.3488381547992,52.90353417528364,-7.306
44:24.92,279.3393486649247,48.32935001318884,-7.349
44:25.02,280.32676132463547,45.6731916210591,-8.253
44:25.12,277.6914701907192,43.838194491041016,-7.131
44:25.22,276.3294932770747,42.350685484355665,-8.048
44:25.32,277.13432537694257,42.31750418285693,-7.077
